;label;text
856;NOTISSUE;['language', 'backward']
857;NOTISSUE;['suppose', 'read', 'right', 'left', 'the', 'opposite', 'cd', 'left', 'right']
858;NOTISSUE;['poor', 'effort']
859;NOTISSUE;['nothing', 'it']
860;NOTISSUE;['absolute', 'instal', 'cd']
861;NOTISSUE;['consider', 'bad', 'start']
862;NOTISSUE;['soooooooo', 'disappoint']
863;NOTISSUE;['disappoint', 'fall', 'advertise', 'product']
864;NOTISSUE;['sai', 'blurb', 'u', 'u', 'language', 'source', 'language', 'not', 'possible']
865;NOTISSUE;['language', 'suppose', 'cd']
866;NOTISSUE;['instal', 'it', 'unable', 'find', 'cd']
867;NOTISSUE;['complete', 'wast', 'money']
868;NOTISSUE;['star']
869;NOTISSUE;['choose', 'language', 'source']
870;NOTISSUE;['arise', 'info', 'learn', 'limit', 'compute', 'knowledge']
871;NOTISSUE;['info', 'net', 'free']
872;NOTISSUE;['product', 'exist', 'purpose', 'steal']
873;NOTISSUE;['pathe', 'thief', 'steal', 'custom', 'charge', 'credit', 'card', 'buck', 'month', 'permit']
874;NOTISSUE;['gave', 'star']
875;NOTISSUE;['find', 'extreme', 'confuse']
876;NOTISSUE;['avoid']
877;NOTISSUE;['energy', 'talent', 'good', 'product']
878;NOTISSUE;['worst', 'company', 'felt', 'enter', 'life']
879;NOTISSUE;['gui', 'work', 'sham']
880;NOTISSUE;['embarrass', 'company', 'family']
881;NOTISSUE;['mugger', 'steal', 'face', 'face']
882;NOTISSUE;['older', 'no', 'smarter']
883;NOTISSUE;['actual', 'kinda', 'wish', 'on']
884;NOTISSUE;['notknow', 'problem', 'software']
885;NOTISSUE;['not', 'think', 'product', 'east', 'u']
886;NOTISSUE;['regularly', 'u', 'number', 'vary', 'program', 'visit', 'logic', 'audio', 'm', 'office']
887;NOTISSUE;['im', 'frustrate', 'lack', 'intuit', 'steep', 'learn', 'curve', 'software', 'offer']
888;NOTISSUE;['unfortun', 'hour', 'u', 'manual', 'read', 'note', 'program']
889;NOTISSUE;['extreme', 'careful', 'you', 'before']
890;NOTISSUE;['difficult', 'demon', 'complex', 'concept']
891;NOTISSUE;['advice', 'thi', 'notbui', 'it']
892;NOTISSUE;['breed', 'vers', 'u']
893;NOTISSUE;['extreme', 'difficult', 'program', 'grasp']
894;NOTISSUE;['fork', 'hard', 'earn', 'dollar', 'it']
895;NOTISSUE;['disappoint']
896;NOTISSUE;['glad', 'paid', 'money', 'it']
897;NOTISSUE;['worst', 'version', 'release']
898;NOTISSUE;['crash']
899;NOTISSUE;['nots', 'mystery', 'reason']
900;NOTISSUE;['problem', 'format', 'document']
901;NOTISSUE;['simply', 'fail', 'record']
902;NOTISSUE;['no', 'problem']
903;NOTISSUE;['free', 'software', 'easier', 'u']
904;NOTISSUE;['program', 'secure']
905;NOTISSUE;['recommend', 'product', 'hand', 'best']
906;NOTISSUE;['good']
907;NOTISSUE;['find', 'not', 'best', 'software', 'package', 'world']
908;NOTISSUE;['cheap']
909;NOTISSUE;['note', 'right']
910;NOTISSUE;['gp', 'system', 'redeem', 'quality']
911;NOTISSUE;['having', 'poor']
912;NOTISSUE;['mile', 'trip']
913;NOTISSUE;['system', 'repeat', 'annoy', 'problem']
914;NOTISSUE;['off', 'rout', 'poor', 'map']
915;NOTISSUE;['direct', 'both', 'wrong', 'direct']
916;NOTISSUE;['look', 'trustworthy', 'guid', 'unfamiliar', 'area', 'nott']
917;NOTISSUE;['product', 'plain', 'bad']
918;NOTISSUE;['summary', 'product', 'highly', 'onus']
919;NOTISSUE;['tire', 'on']
920;NOTISSUE;['not', 'worth', 'time', 'money']
921;NOTISSUE;['come', 'on']
922;NOTISSUE;['map', 'database', 'struck', 'nerve', 'me']
923;NOTISSUE;['map', 'error']
924;NOTISSUE;['took', 'dai', 'find', 'mountain', 'problem']
925;NOTISSUE;['told', 'turn', 'wrong', 'direct', 'road']
926;NOTISSUE;['send', 'refund']
927;NOTISSUE;['confuse', 'frustrate']
928;NOTISSUE;['steven', 'know', 'old', 'road']
929;NOTISSUE;['reason', 'stuff', 'significantly', 'discount']
930;NOTISSUE;['deficit', 'worst', 'product', 'bought']
931;NOTISSUE;['interface', 'horrid', 'onus']
932;NOTISSUE;['horrible', 'quality', 'premium', 'price']
933;NOTISSUE;['wait', 'longer']
934;NOTISSUE;['improv', 'better', 'look', 'better', 'commenting']
935;NOTISSUE;['better', 'function']
936;NOTISSUE;['basic', 'function', 'wai', 'work']
937;NOTISSUE;['word', 'document', 'east', 'convert', 'pdf']
938;NOTISSUE;['license', 'issue']
939;NOTISSUE;['instal', 'nightmare']
940;NOTISSUE;['system', 'hang']
941;NOTISSUE;['endless', 'error', 'automate', 'update', 'feature']
942;NOTISSUE;['new', 'product', 'active', 'make', 'pain']
943;NOTISSUE;['clash', 'standard', 'secure', 'software']
944;NOTISSUE;['product', 'disappoint']
945;NOTISSUE;['company', 'embarrass', 'mess']
946;NOTISSUE;['software', 'notquit', 'expect']
947;NOTISSUE;['somewhat', 'disappoint']
948;NOTISSUE;['disco', 'notconvert', 'mp', 'music', 'file', 'mp', 'file']
949;NOTISSUE;['not', 'work', 'compute']
950;NOTISSUE;['request', 'help', 'not', 'result']
951;NOTISSUE;['want', 'return', 'item', 'credit']
952;NOTISSUE;['work']
953;NOTISSUE;['current', 'model', 'notprocess', 'program', 'avail']
954;NOTISSUE;['delete', 'package']
955;NOTISSUE;['work', 'faster', 'processor']
956;NOTISSUE;['feature', 'look', 'pretty', 'cool']
957;NOTISSUE;['noggin', 'favor', 'rate', 'time']
958;NOTISSUE;['natwest', 'money']
959;NOTISSUE;['worth', 'money']
960;NOTISSUE;['notspend', 'money', 'product']
961;NOTISSUE;['theme', 'nice']
962;NOTISSUE;['far', 'price']
963;NOTISSUE;['game', 'gimmick']
964;NOTISSUE;['bore']
965;NOTISSUE;['hard', 'figure', 'u', 'music', 'convert', 'photo', 'stuff']
966;NOTISSUE;['not', 'worth', 'money']
967;NOTISSUE;['unfortun', 'disk', 'got', 'gave', 'error', 'message']
968;NOTISSUE;['hour', 'hold', 'time', 'i', 'tech', 'support']
969;NOTISSUE;['error', 'message']
970;NOTISSUE;['run', 'compute', 'not', 'tv']
971;NOTISSUE;['need', 'bui', 'admit', 'did', 'burn', 'software']
972;NOTISSUE;['did', 'run', 'did', 'player']
973;NOTISSUE;['ask', 'money', 'back']
974;NOTISSUE;['il', 'on', 'ref', 'le', 'rumour']
975;NOTISSUE;['live', 'without']
976;NOTISSUE;['thought', 'great', 'product', 'have']
977;NOTISSUE;['good', 'item']
978;NOTISSUE;['theme', 'screen', 'saver', 'mediocre']
979;NOTISSUE;['like', 'analog', 'convertor', 'much']
980;NOTISSUE;['program', 'convert', 'input', 'digit', 'format']
981;NOTISSUE;['notconvert', 'mp', 'format']
982;NOTISSUE;['song', 'record', 'slowly']
983;NOTISSUE;['deficit', 'worst', 'product', 'bough']
984;NOTISSUE;['destroy', 'system', 'format', 'drive']
985;NOTISSUE;['warn']
986;NOTISSUE;['great']
987;NOTISSUE;['no', 'problem', 'fireman']
988;NOTISSUE;['no', 'problem']
989;NOTISSUE;['staff', 'answer', 'question']
990;NOTISSUE;['exit', 'game']
991;NOTISSUE;['read', 'previous', 'written', 'review']
992;NOTISSUE;['love', 'spend', 'time', 'compute']
993;NOTISSUE;['game', 'fault']
994;NOTISSUE;['listen', 'review']
995;NOTISSUE;['game', 'enjoy']
996;NOTISSUE;['make', 'play', 'hard', 'frustrate']
997;NOTISSUE;['game', 'extreme', 'cliche']
998;NOTISSUE;['idea', 'great']
999;NOTISSUE;['ugly']
1000;NOTISSUE;['new', 'notebook', 'noted', 'receive', 'email']
1001;NOTISSUE;['wireless', 'connect', 'network']
1002;NOTISSUE;['not', 'recommend', 'product']
1003;NOTISSUE;['very', 'very', 'slow', 'move', 'aimless', 'move', 'distress', 'drift', 'young', 'man']
1004;NOTISSUE;['not', 'sure', 'lost', 'flat', 'character', 'audience', 'nearly', 'half', 'walk', 'out']
1005;NOTISSUE;['attempt', 'art', 'black', 'white', 'clever', 'camera', 'angle', 'move', 'disappoint', 'ridicule', 'act', 'poor', 'plot', 'line', 'non', 'exist']
1006;NOTISSUE;['little', 'music', 'speak', 'of']
1007;NOTISSUE;['rest', 'move', 'lack', 'art', 'charm', 'mean', 'empty', 'work', 'guess', 'empty']
1008;NOTISSUE;['wast', 'hour']
1009;NOTISSUE;['average', 'act', 'main', 'person', 'low', 'budget', 'clearly', 'see']
1010;NOTISSUE;['short', 'film', 'certainly', 'pull', 'no', 'punch']
1011;NOTISSUE;['graphic', 'far', 'best', 'game']
1012;NOTISSUE;['today', 'graphic', 'crap']
1013;NOTISSUE;['flick', 'doom', 'concept']
1014;NOTISSUE;['idea', 'lame']
1015;NOTISSUE;['north', 'bit', 'interest']
1016;NOTISSUE;['not', 'confirm', 'film', 'unfunny', 'gene', 'manage', 'away', 'enter', 'move', 'not', 'eager', 'moment', 'plot', 'point', 'joke', 'told', 'trailer']
1017;NOTISSUE;['not', 'funny']
1018;NOTISSUE;['talent', 'carrel', 'nots', 'thi']
1019;NOTISSUE;['story', 'predict', 'lazy']
1020;NOTISSUE;['real', 'effect', 'work', 'present', 'aim', 'inter', 'scene', 'worst', 'obvious', 'blue', 'green', 'screen', 'work', 'seen']
1021;NOTISSUE;['cost', 'much', 'nottransl', 'quality', 'sure']
1022;NOTISSUE;['new', 'insipid', 'cause', 'regret', 'hour', 'life', 'wast', 'screen']
1023;NOTISSUE;['long', 'whine', 'pointless']
1024;NOTISSUE;['disappoint', 'move']
1025;NOTISSUE;['character', 'total', 'annoy', 'voice', 'give', 'feel', 'fingernail', 'chalkboard']
1026;NOTISSUE;['total', 'unnecessary', 'train', 'roller', 'coaster', 'scene']
1027;NOTISSUE;['absolute', 'no', 'warmth', 'charm', 'scene', 'character']
1028;NOTISSUE;['move', 'total', 'grate', 'nerve']
1029;NOTISSUE;['perform', 'not', 'improv', 'improves', 'actor', 'twice', 'worry', 'about', 'not', 'delia', 'line', 'well', 'line', 'good']
1030;NOTISSUE;['and', 'honestly', 'not', 'good']
1031;NOTISSUE;['dialogue', 'normal', 'follow', 'line', 'noth', 'fit', 'surround']
1032;NOTISSUE;['crack', 'predict', 'youth', 'energy', 'honestly', 'found', 'hard', 'follow', 'concern', 'meander', 'badly']
1033;NOTISSUE;['nogai', 'worth', 'hour', 'time', 'though']
1034;NOTISSUE;['problem', 'script']
1035;NOTISSUE;['torrent']
1036;NOTISSUE;['believe', 'all']
1037;NOTISSUE;['act', 'bad', 'dialog', 'extreme', 'shallow', 'insincere']
1038;NOTISSUE;['predict', 'chick', 'flick']
1039;NOTISSUE;['polite', 'correct']
1040;NOTISSUE;['disappoint']
1041;NOTISSUE;['hour', 'half', 'wish', 'bring', 'back']
1042;NOTISSUE;['direct', 'cinematograph', 'notquit', 'good']
1043;NOTISSUE;['move', 'bore', 'found', 'occupy', 'peak', 'paper', 'instead', 'watch', 'never', 'happen', 'columbo', 'move', 'before']
1044;NOTISSUE;['embarrass', 'look', 'away']
1045;NOTISSUE;['direct', 'present']
1046;NOTISSUE;['gene', 'line', 'plot', 'weaker', 'average', 'episode']
1047;NOTISSUE;['scene', 'debate', 'not', 'sack', 'trumpet', 'who', 'fall', 'accuse', 'murder', 'pure', 'horror', 'stupid']
1048;NOTISSUE;['problem', 'thought', 'actor', 'play', 'villain', 'low', 'rent', 'michael', 'ironside']
1049;NOTISSUE;['howe', 'normal', 'fact', 'overall', 'trend', 'bore', 'move']
1050;NOTISSUE;['moment', 'move', 'note', 'excruciatingly', 'slow', 'move']
1051;NOTISSUE;['poor', 'remark']
1052;NOTISSUE;['all', 'great', 'disappoint']
1053;NOTISSUE;['believe', 'actor', 'are', 'film']
1054;NOTISSUE;['not', 'stand', 'watch', 'long', 'fear', 'lose', 'i', 'q']
1055;NOTISSUE;['guess', 'network', 'air', 'dribble', 'watch', 'put', 'on']
1056;NOTISSUE;['idb', 'rate', 'low', 'aw', 'time', 'new', 'number', 'case', 'these']
1057;NOTISSUE;['saw', 'mirrormask', 'night', 'unsatisfactory', 'expert']
1058;NOTISSUE;['unfortun', 'inexpert', 'direct', 'meant', 'scene', 'scene', 'pas', 'little', 'wai', 'drama', 'tension', 'conflict']
1059;NOTISSUE;['central', 'theme', 'film', 'hand', 'ineptly', 'stereotype', 'no', 'depth', 'imagine']
1060;NOTISSUE;['pretty', 'picture', 'world', 'piece', 'work', 'flaw', 'core']
1061;NOTISSUE;['hour', 'half', 'wast', 'time', 'follow', 'bunch', 'pretty', 'high', 'schooled', 'whine', 'cry', 'life']
1062;NOTISSUE;['notre', 'them', 'hell', 'bare', 'understand', 'them']
1063;NOTISSUE;['move', 'pure', 'disease', 'story', 'stupid', 'edit', 'worst', 'seen', 'confuse', 'inched']
1064;NOTISSUE;['fish', 'badly', 'underway', 'shot', 'repeat', 'thousand', 'time', 'film']
1065;NOTISSUE;['truly', 'truly', 'bad', 'film']
1066;NOTISSUE;['act', 'terrible', 'write', 'work']
1067;NOTISSUE;['possible', 'wai', 'move', 'redeem', 'cstk', 'fodder']
1068;NOTISSUE;['paid', 'much']
1069;NOTISSUE;['bore']
1070;NOTISSUE;['no', 'plot', 'whatsoever']
1071;NOTISSUE;['again', 'no', 'plot', 'all']
1072;NOTISSUE;['horrible']
1073;NOTISSUE;['worst', 'hour', 'half', 'life', 'oh', 'gosh']
1074;NOTISSUE;['walk', 'theatr', 'minute', 'relief']
1075;NOTISSUE;['hate', 'move', 'like', 'that']
1076;NOTISSUE;['yeah', 'move', 'pretty', 'suck']
1077;NOTISSUE;['no', 'plot', 'storyline']
1078;NOTISSUE;['fan', 'gene', 'heaven']
1079;NOTISSUE;['aw']
1080;NOTISSUE;['nothing', 'gone', 'move', 'dislike', 'much']
1081;NOTISSUE;['identify', 'character', 'cardboard', 'cutout', 'stereotype', 'or', 'predict', 'revers', 'stereotype']
1082;NOTISSUE;['bad', 'film', 'bad', 'write', 'good', 'actor', 'an', 'ugly', 'cartoon', 'craft', 'paul', 'haggis', 'people', 'nothandl', 'bold', 'stroke', 'storytel', 'a', 'picture', 'paint', 'crayon']
1083;NOTISSUE;['crash', 'depress', 'little', 'noth', 'provoke', 'emit', 'teach', 'know', 'racism', 'prejudice', 'bad', 'thing']
1084;NOTISSUE;['brain', 'attempt', 'shut', 'down', 'primal', 'impulse', 'self', 'preserve']
1085;NOTISSUE;['left', 'shatter', 'expert', 'watch', 'film', 'took', 'good', 'hour', 'full', 'recor']
1086;NOTISSUE;['certainly', 'not', 'mean', 'distinct', 'good', 'wai']
1087;NOTISSUE;['mean', 'terrible', 'wai']
1088;NOTISSUE;['film', 'no', 'redeem', 'feature']
1089;NOTISSUE;['appal']
1090;NOTISSUE;['artless', 'camera', 'work', 'endlessly', 'present', 'ugliest', 'set', 'imagine']
1091;NOTISSUE;['story', 'stupid']
1092;NOTISSUE;['kid', 'annoy']
1093;NOTISSUE;['lead', 'man', 'charisma', 'free']
1094;NOTISSUE;['utterly', 'merit', 'level', 'akin', 'torture']
1095;NOTISSUE;['torture']
1096;NOTISSUE;['may', 'reason', 'explain', 'matroc']
1097;NOTISSUE;['not', 'pleasant', 'voyage', 'self', 'discover']
1098;NOTISSUE;['highly', 'recommend']
1099;NOTISSUE;['premise', 'sound', 'stupid', 'is']
1100;NOTISSUE;['ye', 'bad']
1101;NOTISSUE;['recommend']
1102;NOTISSUE;['move', 'suffer', 'write', 'need', 'suspend']
1103;NOTISSUE;['close', 'up']
1104;NOTISSUE;['move', 'drag', 'hero', 'normal', 'work', 'freedom']
1105;NOTISSUE;['move', 'deficit', 'average', 'rent']
1106;NOTISSUE;['move', 'bad']
1107;NOTISSUE;['bad']
1108;NOTISSUE;['film', 'wai', 'long']
1109;NOTISSUE;['deficit', 'bad', 'on']
1110;NOTISSUE;['note', 'enjoy', 'move']
1111;NOTISSUE;['nothing', 'seen', 'move', 'half', 'bore', 'self', 'indulge', 'piece', 'junk']
1112;NOTISSUE;['probably', 'better', 'director', 'notspent', 'move', 'showcase', 'art', 'work', 'so', 'that', 'noteworthy']
1113;NOTISSUE;['thing', 'normal', 'like', 'character', 'got', 'punch', 'face', 'gallon', 'blood', 'spew', 'forth', 'soon', 'after']
1114;NOTISSUE;['iron', 'find', 'film', 'total', 'wast', 'time', 'watch']
1115;NOTISSUE;['pander', 'audience', 'sabotage', 'film']
1116;NOTISSUE;['story', 'lack', 'certain', 'energy']
1117;NOTISSUE;['plot', 'simply', 'rumble', 'like', 'machin', 'deeper', 'depend', 'admit', 'new', 'scene']
1118;NOTISSUE;['usual', 'hitchcock', 'logic', 'flaw']
1119;NOTISSUE;['extreme', 'uninterest']
1120;NOTISSUE;['chilli', 'remark', 'move', 'author', 'live', 'work', 'chilli', 'abstruse', 'culture']
1121;NOTISSUE;['flat', 're-enact', 'foothold', 'attend', 'emotion', 'adrift', 'stage']
1122;NOTISSUE;['rest', 'sit', 'aw', 'soldier', 'sing', 'song', 'masculine', 'pledge', 'to', 'hairsplit', 'purity', 'admit', 'sword', 'etc']
1123;NOTISSUE;['bore', 'piece', 'kill', 'momentum', 'move', 'quicker', 'el']
1124;NOTISSUE;['schroder', 'resume', 'louis', 'amateurish', 'film']
1125;NOTISSUE;['howe', 'recent', 'watch', 'thing', 'did', 'complete', 'struck', 'extreme', 'stupid', 'storyline', 'contain', 'hole', 'consist', 'frankly', 'lot', 'crap', 'horrid', 'dance', 'wa']
1126;NOTISSUE;['mean', 'realist', 'world', 'gotten', 'ballet', 'repertory', 'thing', 'pathe']
1127;NOTISSUE;['character', 'develop', 'lack', 'depth']
1128;NOTISSUE;['wo', 'talk', 'aw']
1129;NOTISSUE;['not', 'wast', 'time']
1130;NOTISSUE;['horrible']
1131;NOTISSUE;['worst', 'happiest', 'dialogue', 'on']
1132;NOTISSUE;['watch', 'direct']
1133;NOTISSUE;['poor', 'actor']
1134;NOTISSUE;['steven', 'tell', 'talent', 'not', 'pathe', 'line', 'speak', 'director', 'gave', 'no', 'action']
1135;NOTISSUE;['check', 'director', 'filmographi', 'site', 'film', 'nathan', 'chance']
1136;NOTISSUE;['not', 'good', 'tv', 'flick']
1137;NOTISSUE;['regret', 'film', 'fail']
1138;NOTISSUE;['move', 'lack', 'visual', 'interest', 'drama', 'express', 'feel', 'celebi', 'patriot', 'underline', 'carr']
1139;NOTISSUE;['no', 'actress', 'work', 'june', 'allison', 'move']
1140;NOTISSUE;['unfortun', 'bad', 'move', 'plain', 'bad']
1141;NOTISSUE;['bad', 'script', 'bad', 'direct', 'horrible', 'act', 'plain', 'bad']
1142;NOTISSUE;['dialogue', 'suck']
1143;NOTISSUE;['cinematograph', 'if', 'call', 'that', 'suck']
1144;NOTISSUE;['soundtrack', 'suck']
1145;NOTISSUE;['act', 'suck']
1146;NOTISSUE;['concert', 'sequence', 'suck']
1147;NOTISSUE;['overall', 'move', 'cheap', 'trash']
1148;NOTISSUE;['move', 'not', 'funny', 'consider', 'ridicule', 'it']
1149;NOTISSUE;['came', 'feel', 'angry']
1150;NOTISSUE;['not', 'sure', 'try', 'film']
1151;NOTISSUE;['turn', 'good', 'dai', 'feel', 'night', 'disturb', 'memory', 'guess', 'succeed']
1152;NOTISSUE;['for', 'like', 'move']
1153;NOTISSUE;['again', 'lame']
1154;NOTISSUE;['steven', 'start', 'jerk', 'camerawork']
1155;NOTISSUE;['saw', 'theater', 'thought', 'go', 'sick']
1156;NOTISSUE;['summary', 'within', 'notwitti']
1157;NOTISSUE;['plot', 'well', 'said', 'let', 'go']
1158;NOTISSUE;['act', 'bad']
1159;NOTISSUE;['bad']
1160;NOTISSUE;['bill', 'bob', 'norris', 'script', 'work']
1161;NOTISSUE;['camerawork', 'again', 'bad']
1162;NOTISSUE;['rate']
1163;NOTISSUE;['later', 'vomit', 'watch', 'film']
1164;NOTISSUE;['translate', 'move', 'live', 'move', 'year', 'work', 'expert', 'found', 'offer', 'intellig']
1165;NOTISSUE;['strive', 'great', 'poetry', 'delia', 'muddy', 'and', 'ridicule', 'story', 'bunch', 'display', 'scene', 'present', 'dialogue', 'worst', 'kind', 'move', 'review', 'occur', 'define', 'present', 'crap']
1166;NOTISSUE;['find', 'move', 'intellig', 'master', 'intellig', 'imagine', 'obvious', 'try', 'sen', 'pity', 'attempt', 'it', 'human', 'nature', 'try', 'sen', 'thing']
1167;NOTISSUE;['thing', 'tower', 'polite', 'incorrect', 'well', 'artist', 'freedom', 'suspend', 'disbelief', 'slavic', 'female', 'character', 'much']
1168;NOTISSUE;['depth', 'character', 'man']
1169;NOTISSUE;['malta', 'set', 'dry', 'barren', 'dialogue']
1170;NOTISSUE;['move', 'terrible']
1171;NOTISSUE;['hockey', 'scene', 'terrible', 'defensemen', 'play', 'like', 'year', 'old', 'goal', 'dive', 'shot', 'foot', 'wide', 'net', 'etc']
1172;NOTISSUE;['noreen', 'it', 'natwest', 'time']
1173;NOTISSUE;['move', 'drama', 'ridicule']
1174;NOTISSUE;['start', 'watch', 'notbeliev', 'character']
1175;NOTISSUE;['particular', 'relationship', 'baker', 'assist', 'waitress', 'network', 'all']
1176;NOTISSUE;['superficial', 'move', 'gave', 'feel', 'watch', 'play', 'film']
1177;NOTISSUE;['character', 'stage', 'storyline', 'lot', 'like', 'stage', 'farc']
1178;NOTISSUE;['time', 'pyromaniac', 'waylaid', 'assist', 'bore', 'oscar', 'happen', 'switch', 'off']
1179;NOTISSUE;['glad', 'nogai', 'it']
1180;NOTISSUE;['notlaugh', 'smile', 'onc']
1181;NOTISSUE;['notanyth', 'big', 'yawn']
1182;NOTISSUE;['storm', 'trooper', 'not', 'bad', 'list', 'wonderfully', 'terrible', 'move']
1183;NOTISSUE;['lame']
1184;NOTISSUE;['gui', 'said', 'better', 'dialogue', 'pot', 'plant', 'right']
1185;NOTISSUE;['move', 'stupid']
1186;NOTISSUE;['love', 'bad', 'move', 'not', 'watch', 'move']
1187;NOTISSUE;['shame']
1188;NOTISSUE;['new', 'character', 'total', 'memory', 'found', 'forget', 'who']
1189;NOTISSUE;['felt', 'go', 'ireland', 'absolute', 'whatsoever']
1190;NOTISSUE;['normal', 'scare', 'horrific', 'sympathy', 'character', 'simply', 'annoy']
1191;NOTISSUE;['jerk', 'camera', 'movement', 'annoy']
1192;NOTISSUE;['plot', 'pretty', 'cheap', 'horror']
1193;NOTISSUE;['pathe', 'attempt', 'character', 'depth', 'normal', 'work', 'rest', 'plot']
1194;NOTISSUE;['guess', 'suppose', 'clever', 'twist', 'shed', 'light', 'situate', 'stupid']
1195;NOTISSUE;['it', 'probably', 'leave', 'shelf']
1196;NOTISSUE;['total', 'unfunny', 'move', 'pathe', 'unrealism', 'minute', 'utter', 'torture', 'probably', 'look', 'watch', 'time']
1197;NOTISSUE;['luci', 'bell', 'higher', 'crap', 'sink', 'low', 'depress']
1198;NOTISSUE;['move', 'sick', 'watch', 'slacker', 'excuse', 'stupid', 'action', 'minute']
1199;NOTISSUE;['song', 'cover', 'girl', 'old', 'fashion', 'not', 'tune']
1200;NOTISSUE;['annoy', 'thing', 'cover', 'girl', 'wai', 'rita', 'hayworth', 'modest']
1201;NOTISSUE;['unfortun', 'cover', 'girl', 'example', 'hollywood', 'exploit', 'woman', 'finance', 'gain']
1202;NOTISSUE;['notts', 'serious']
1203;NOTISSUE;['move', 'suck', 'bad']
1204;NOTISSUE;['work', 'ticker']
1205;NOTISSUE;['move', 'bad']
1206;NOTISSUE;['blew']
1207;NOTISSUE;['chosen', 'torture', 'disgust', 'piece', 'blatant', 'american', 'propaganda']
1208;NOTISSUE;['american', 'stupid']
1209;NOTISSUE;['involve', 'return', 'school', 'act', 'utterly', 'predict', 'bad', 'script', 'pile', 'garbage', 'round']
1210;NOTISSUE;['wish', 'enter', 'new', 'value', 'admin']
1211;NOTISSUE;['set', 'bad', 'outlook', 'place', 'thunderbird', 'episode']
1212;NOTISSUE;['u', 'slow', 'motion', 'needlessly', 'repeat', 'move', 'back', 'bad', 'act', 'and', 'bad', 'kind', 'word', 'here', 'no', 'continue', 'scene', 'thrown', 'no', 'reason', 'whatsoever', 'vehicle', 'look', 'like', 'corn', 'flake', 'box', 'director', 'style', 'border', 'stupid']
1213;NOTISSUE;['oh', 'yeah', 'storyline', 'pathe', 'too']
1214;NOTISSUE;['hate', 'write', 'bad', 'review', 'film', 'expect', 'like', 'star', 'film', 'bad', 'notbeliev', 'second', 'proud', 'it']
1215;NOTISSUE;['not', 'filmmaker', 'director', 'hide', 'head', 'sand', 'spent', 'money', 'time', 'move']
1216;NOTISSUE;['short', 'monument', 'wast', 'time', 'energy', 'not', 'recommend', 'film']
1217;NOTISSUE;['came', 'free', 'did', 'player', 'bought', 'turn', 'thing', 'halfway', 'embarrass', 'hotel']
1218;NOTISSUE;['no', 'set']
1219;NOTISSUE;['act', 'terrible', 'direct', 'work', 'dialog', 'chimp', 'like', 'camera', 'work', 'bare', 'tower']
1220;NOTISSUE;['ye', 'simplify', 'thing', 'sake', 'brevity', 'core', 'problem', 'film', 'go', 'real', 'fulfil', 'explain']
1221;NOTISSUE;['convoluted', 'plot', 'notconvinc', 'me', 'film', 'watch', 'weird', 'question', 'glance']
1222;NOTISSUE;['let', 'girlfriend', 'talk', 'see', 'bad', 'idea', 'hate', 'it']
1223;NOTISSUE;['bela', 'logo', 'total', 'extra', 'into', 'odd', 'line']
1224;NOTISSUE;['act', 'decide', 'wooden', 'no', 'work', 'period', 'universe', 'b', 'move']
1225;NOTISSUE;['wow', 'bad', 'film']
1226;NOTISSUE;['not', 'frighten', 'least', 'bare', 'comprehend']
1227;NOTISSUE;['plot', 'nothing', 'all', 'act', 'absolute', 'appal']
1228;NOTISSUE;['not', 'good', 'camp', 'value']
1229;NOTISSUE;['iq', 'particularly', 'stupid', 'mollusc', 'not', 'come']
1230;NOTISSUE;['film', 'insult', 'move', 'go', 'public']
1231;NOTISSUE;['involve', 'knew', 'string', 'carr']
1232;NOTISSUE;['get', 'simply', 'lower']
1233;NOTISSUE;['disappoint']
1234;NOTISSUE;['know', 'contract', 'player', 'little', 'control', 'script', 'act', 'bad', 'script']
1235;NOTISSUE;['victor', 'mclaren', 'bad', 'brian', 'donlevy', 'unrecognized']
1236;NOTISSUE;['consider', 'relate', 'screen', 'taylor', 'stanwyck', 'surprise', 'little', 'chemistry', 'screen', 'them']
1237;NOTISSUE;['premise', 'film', 'ridicule', 'preside', 'u', 's']
1238;NOTISSUE;['death', 'row', 'scene', 'enter', 'union']
1239;NOTISSUE;['thing', 'work', 'taylor', 'act', 'stanwyck', 'sing']
1240;NOTISSUE;['produce', 'go', 'for', 'miss', 'enter']
1241;NOTISSUE;['cheap', 'cheerless', 'heist', 'move', 'poor', 'character', 'lot', 'underpin', 'style', 'stoic', 'emit']
1242;NOTISSUE;['squib', 'look', 'aw']
1243;NOTISSUE;['no', 'point', 'proceed', 'look', 'remote', 'like', 'america']
1244;NOTISSUE;['plot', 'is', 'derive', 'predict', 'end', 'like', 'merci', 'kill']
1245;NOTISSUE;['aw', 'dialogue', 'hopeless', 'overall', 'get', 'shot', 'real', 'wast', 'space', 'time']
1246;NOTISSUE;['uneasy', 'bad', 'move', 'wa', 'not', 'scare', 'all']
1247;NOTISSUE;['dialogue', 'compost', 'thing', 'little', 'sen']
1248;NOTISSUE;['minute', 'footage', 'wast', 'mediocre', 'elderly', 'actor']
1249;NOTISSUE;['direct', 'sloppy', 'best']
1250;NOTISSUE;['hackney', 'write', 'certainly', 'work', 'bad', 'direct']
1251;NOTISSUE;['cours', 'act', 'blah']
1252;NOTISSUE;['act', 'cast', 'scale', 'balance', 'perfectly', 'overall', 'interact']
1253;NOTISSUE;['and', 'final', 'that', 'end', 'great', 'hand', 'compete', 'people', 'not', 'jerry', 'fall']
