id,text,label
716,feel bit fleec overpr subscript renew year,ISSUE
717,decid try,NOTISSUE
718,instal went smoothli fine,NOTISSUE
719,stall blank screen right window,ISSUE
720,hung forev,ISSUE
721,present,NOTISSUE
722,easi follow along easi revisit previou lesson,NOTISSUE
723,video illustr fretboard help hear song plai,NOTISSUE
724,not lot depth materi,ISSUE
725,sing slight destract sometim,ISSUE
726,materi song not everyon like,ISSUE
727,found music book us,NOTISSUE
728,probabl notrecommend sourc learn guitar,ISSUE
729,like new look,NOTISSUE
730,have problem make transit,ISSUE
731,look creat doom half life notreal recommend program,ISSUE
732,want advanc fp game simpl pong game recommend dark basic,NOTISSUE
733,dark basic profession probabl capabl creat kind game come with,NOTISSUE
734,deal bad custom servic,ISSUE
735,dark basic make manipul data extrem easi,NOTISSUE
736,program yourself scratch,ISSUE
737,recommend,NOTISSUE
738,softwar easi instal easi us,NOTISSUE
739,wond softwar,NOTISSUE
740,bui cd,NOTISSUE
741,notwast monei subscript merriam webster websit,ISSUE
742,softwar user friendli,NOTISSUE
743,superb,NOTISSUE
744,try medic dictionari,NOTISSUE
745,surpris find offer option strip code,NOTISSUE
746,compar old earlier version offer major improv,NOTISSUE
747,evolut,NOTISSUE
748,offer major improv flexibl previou version,NOTISSUE
749,good,NOTISSUE
750,simpl easi us user friendli accur pronunci,NOTISSUE
751,horribl bad,ISSUE
752,good abl tweak dozen standard complianc,NOTISSUE
753,default thing not set up learn,ISSUE
754,move fp2000 fairli advanc featur,NOTISSUE
755,anyhow para profession version,NOTISSUE
756,wai flexibl function version,NOTISSUE
757,go bye bye,ISSUE
758,pleas product,NOTISSUE
759,trial version instal comput bought it,NOTISSUE
760,enter code box,NOTISSUE
761,easi,NOTISSUE
762,glad abl instal comput,NOTISSUE
763,todai best offic suit microsoft own,NOTISSUE
764,easi us excel result,NOTISSUE
765,great,NOTISSUE
766,easi learn,NOTISSUE
767,good graphic,NOTISSUE
768,help visual space,NOTISSUE
769,,NOTISSUE
770,notfigur,ISSUE
771,difficult chang room is hous overal style start given design,ISSUE
772,recent bought version,NOTISSUE
773,instal softwar,NOTISSUE
774,oper old,NOTISSUE
775,run lot faster,NOTISSUE
776,access corpor intranet,NOTISSUE
777,awesom,NOTISSUE
778,whirl,NOTISSUE
779,bui product,NOTISSUE
780,star them,NOTISSUE
781,great compani deal,NOTISSUE
782,agre window improv thier product,ISSUE
783,linux not user friendli,ISSUE
784,compat issu kill unix linux,ISSUE
785,unix far stabl,NOTISSUE
786,access version,NOTISSUE
787,like,NOTISSUE
788,work me,NOTISSUE
789,usual disc want attempt,NOTISSUE
790,lot,NOTISSUE
791,great program children learn differ,NOTISSUE
792,fun excel wai learn math,NOTISSUE
793,children love too,NOTISSUE
794,fun wai brain work,NOTISSUE
795,marvel,NOTISSUE
796,memori improv softwar marvel,NOTISSUE
797,help improv memori provid motiv game,NOTISSUE
798,highli recommend,NOTISSUE
799,great,NOTISSUE
800,love softwar,NOTISSUE
801,word new disturb get high score,ISSUE
802,symantec custom year,NOTISSUE
803,year product get better better,NOTISSUE
804,not us product purpos,NOTISSUE
805,anti viru find problem fix you,NOTISSUE
806,anti viru clean unneed file,NOTISSUE
807,roll system certain date problem occur,ISSUE
808,good program beginn experinc famili historian,NOTISSUE
809,program joi us,NOTISSUE
810,design thing simpl user,NOTISSUE
811,program easi us interfac,NOTISSUE
812,problem far better featur,NOTISSUE
813,defin worth it,NOTISSUE
814,problem bigger harddriv lot space,ISSUE
815,system crash,ISSUE
816,great product,NOTISSUE
817,softwar updat sourc issu,ISSUE
818,minor problem,ISSUE
819,actual total unus resolut,ISSUE
820,complet wast monei,ISSUE
821,major issu photo imag poor,ISSUE
822,number tech support,ISSUE
823,issu month not transfer tech support person,ISSUE
824,phone tell support person you happen,ISSUE
825,offer email support notwrit back,ISSUE
826,look great,NOTISSUE
827,patient softwar,ISSUE
828,not provid support instal,ISSUE
829,softwar updat sourc issu,ISSUE
830,easi languag us,NOTISSUE
831,found help get rusti,NOTISSUE
832,problem hard,ISSUE
833,sound not clear,ISSUE
834,record speaker notboth slow chanc understand repeat said,ISSUE
835,like listen actual french speaker,NOTISSUE
836,bad actual want learn pronounc said,ISSUE
837,total useless notalreadi know basic french grammar,ISSUE
838,try us product learn nightmar,ISSUE
839,version word phrase easier sound out,NOTISSUE
840,unfortun basic japanes grammar japanes alphabet written japanes,ISSUE
841,notclick sound you,ISSUE
842,clue sound out,ISSUE
843,click sound,NOTISSUE
844,teach read languag,ISSUE
845,familiar japanes order us product,ISSUE
846,experi product quickli,NOTISSUE
847,product us,NOTISSUE
848,probabl stop,ISSUE
849,want learn languag look book cassett cd,NOTISSUE
850,star,ISSUE
851,wast,ISSUE
852,interfac underwhelm,ISSUE
853,need guess,ISSUE
854,wors,ISSUE
855,menu bar help guess work program,ISSUE
856,languag backward,ISSUE
857,suppos read right left the opposit left right,ISSUE
858,poor effort,ISSUE
859,notfind it,ISSUE
860,absolut instal cd,ISSUE
861,consid bad start,ISSUE
862,soooooooo disappoint,ISSUE
863,disappoint fals advertis product,ISSUE
864,sai blurb us languag sourc languag not possibl,ISSUE
865,languag suppos cd,ISSUE
866,instal it unabl find,ISSUE
867,complet wast monei,ISSUE
868,star,NOTISSUE
869,choos languag sourc,ISSUE
870,aresel info learn limit comput knowledg,ISSUE
871,info net free,NOTISSUE
872,product exist purpos steal,ISSUE
873,pathet thief steal custom charg credit card buck month permiss,ISSUE
874,gave star,ISSUE
875,find extrem confus,ISSUE
876,avoid,ISSUE
877,energi tallent good product,NOTISSUE
878,worst compani delt entir life,ISSUE
879,gui work asham,ISSUE
880,embarrass compani famili,ISSUE
881,mugger steal face face,ISSUE
882,older smarter,ISSUE
883,actual kinda wish on,NOTISSUE
884,notknow problem softwar,ISSUE
885,not think product easi us,ISSUE
886,regularli us number vari program visio logic audio offic,NOTISSUE
887,frustrat lack intuit steep learn curv softwar offer,ISSUE
888,unfortun hour us manual read notget program,ISSUE
889,extrem careful youv befor,ISSUE
890,difficulti demonstr complex concept,ISSUE
891,advic thi notbui it,NOTISSUE
892,breez vers us,NOTISSUE
893,extrem difficult program grasp,ISSUE
894,fork hard earn dollar it,ISSUE
895,disappoint,ISSUE
896,glad paid monei it,NOTISSUE
897,worst version releas,ISSUE
898,crash,ISSUE
899,notsav mysteri reason,ISSUE
900,problem format document,ISSUE
901,simpli fail recogn,ISSUE
902,problem,NOTISSUE
903,free softwar easier us,ISSUE
904,program secur,NOTISSUE
905,recommend product hand best,NOTISSUE
906,good,NOTISSUE
907,find not best softwar packag world,ISSUE
908,cheap,NOTISSUE
909,notne right,ISSUE
910,gp system redeem qualiti,NOTISSUE
911,navig poor,ISSUE
912,1 000 mile trip,NOTISSUE
913,system repeat annoi problem,ISSUE
914,off rout poor map,ISSUE
915,direct toth wrong direct,ISSUE
916,look trustworthi guid unfamiliar area notit,ISSUE
917,product plain bad,ISSUE
918,summari product highli unus,ISSUE
919,tire on,ISSUE
920,not worth time monei,ISSUE
921,come on,NOTISSUE
922,map databas struck nerv me,ISSUE
923,map error,ISSUE
924,took dai find mountain problem,ISSUE
925,told turn wrong direct road,ISSUE
926,send refund,ISSUE
927,confus frustrat,ISSUE
928,noteven know old road,ISSUE
929,reason stuff significantli discount,ISSUE
930,definit worst product bought,ISSUE
931,interfac horrif unus,ISSUE
932,horribl qualiti premium price,ISSUE
933,wait longer,ISSUE
934,improv better look better commentin,NOTISSUE
935,better function,NOTISSUE
936,basic function wai wors,ISSUE
937,word document easi convert pdf,NOTISSUE
938,licens issu,ISSUE
939,instal nightmar,ISSUE
940,system hang,ISSUE
941,endless error automat updat featur,ISSUE
942,new product activ make pain,ISSUE
943,clash standard secur softwar,ISSUE
944,product disappoint,ISSUE
945,compani embarrass mess,ISSUE
946,softwar notquit expect,ISSUE
947,somewhat disappoint,ISSUE
948,discov notconvert m4p music file mp3 file,ISSUE
949,not work comput,ISSUE
950,request help not result,ISSUE
951,want return item credit,ISSUE
952,work,NOTISSUE
953,current model notprocess program avail,ISSUE
954,delet packag,ISSUE
955,work faster processor,NOTISSUE
956,featur look pretti cool,NOTISSUE
957,notgiv favor rate time,ISSUE
958,notwast monei,ISSUE
959,worth monei,NOTISSUE
960,notspend monei product,ISSUE
961,theme nice,NOTISSUE
962,far price,ISSUE
963,game gimmick,ISSUE
964,bore,ISSUE
965,hard figur us music convert photo stuff,ISSUE
966,not worth monei,ISSUE
967,unfortun disk got gave error messag,ISSUE
968,hour hold time i tech support,ISSUE
969,error messag,ISSUE
970,run comput not tv,ISSUE
971,need bui addit dvd burn softwar,ISSUE
972,dvd run dvd player,NOTISSUE
973,ask monei back,ISSUE
974,il ont refu rembours,ISSUE
975,live without,NOTISSUE
976,thought great product have,ISSUE
977,good item,NOTISSUE
978,theme screen saver mediocr,ISSUE
979,like analog convertor much,NOTISSUE
980,program convert input digit format,NOTISSUE
981,notconvert mp3 format,ISSUE
982,song record slowli,ISSUE
983,definit worst product bough,ISSUE
984,destroi system format drive,ISSUE
985,warn,ISSUE
986,great,NOTISSUE
987,problem firewal,NOTISSUE
988,problem,NOTISSUE
989,staff answer question,NOTISSUE
990,excit game,NOTISSUE
991,read previous written review,NOTISSUE
992,love spend time comput,NOTISSUE
993,game fault,ISSUE
994,listen review,ISSUE
995,game enjoy,NOTISSUE
996,make plai hard frustrat,ISSUE
997,game extrem glichi,ISSUE
998,idea great,NOTISSUE
999,ugli,ISSUE
1000,new notebook notsend receiv email,ISSUE
1001,wireless connect notwork,ISSUE
1002,not reccomend product,ISSUE
1003,veri veri slow move aimless movi distress drift young man,ISSUE
1004,not sure lost flat charact audienc nearli half walk out,ISSUE
1005,attempt arti black white clever camera angl movi disappoint ridicul act poor plot line non exist,ISSUE
1006,littl music speak of,ISSUE
1007,rest movi lack art charm mean empti work guess empti,ISSUE
1008,wast hour,ISSUE
1009,averag act main person low budget clearli see,ISSUE
1010,short film certainli pull punch,ISSUE
1011,graphic far best game,ISSUE
1012,todai graphic crap,ISSUE
1013,flick doom concept,ISSUE
1014,idea lame,ISSUE
1015,notth bit interest,ISSUE
1016,not confirm film unfunni gener manag awai entir movi not exagger moment plot point joke told trailer,ISSUE
1017,not funni,ISSUE
1018,talent carrel notsav thi,ISSUE
1019,stori predict lazi,ISSUE
1020,real effect work presenc anim integr scene worst obviou blue green screen work seen,ISSUE
1021,cost much nottransl qualiti sure,ISSUE
1022,neg insipid caus regret hour life wast screen,ISSUE
1023,long whini pointless,ISSUE
1024,disappoint movi,ISSUE
1025,charact total annoi voic give feel fingernail chalkboard,ISSUE
1026,total unnecessari train roller coaster scene,ISSUE
1027,absolut warmth charm scene charact,ISSUE
1028,movi total grate nerv,ISSUE
1029,perform not improv improvis actor twice worri about not deliv line well line good,ISSUE
1030,and honestli not good,ISSUE
1031,dialogu notreal follow line anoth fit surround,ISSUE
1032,crackl unpredict youth energi honestli found hard follow concentr meander badli,ISSUE
1033,notsai worth hour time though,ISSUE
1034,problem script,ISSUE
1035,horrend,ISSUE
1036,believ all,ISSUE
1037,act bad dialog extrem shallow insincer,ISSUE
1038,predict chick flick,ISSUE
1039,polit correct,ISSUE
1040,disappoint,ISSUE
1041,hour half wish bring back,ISSUE
1042,direct cinematographi notquit good,ISSUE
1043,movi bore found occupi peak paper instead watch never happen columbo movi befor,ISSUE
1044,embarrass look awai,ISSUE
1045,direct pretenti,ISSUE
1046,gener line plot weaker averag episod,ISSUE
1047,scene debat not sack trumpet who fals accus murder pure horror stupid,ISSUE
1048,problem thought actor plai villain low rent michael ironsid,ISSUE
1049,howev notmak fact overal tremend bore movi,ISSUE
1050,moment movi notne excruciatingli slow move,ISSUE
1051,poor remak,ISSUE
1052,all great disappoint,ISSUE
1053,believ actor agre film,ISSUE
1054,not stand watch long fear lose i q,ISSUE
1055,guess network air dribbl watch put on,ISSUE
1056,imdb rate low aw time neg number case these,ISSUE
1057,saw mirrormask night unsatisfactori experi,ISSUE
1058,unfortun inexperi direct meant scene scene pass littl wai dramat tension conflict,ISSUE
1059,central theme film handl ineptli stereotyp depth imagin,ISSUE
1060,pretti pictur world piec work flaw core,ISSUE
1061,hour half wast time follow bunch pretti high schooler whine cry life,ISSUE
1062,notrel them hell bare understand them,ISSUE
1063,movi pure disast stori stupid edit worst seen confus incred,ISSUE
1064,fish badli underwat shot repeat thousand time film,ISSUE
1065,truli truli bad film,ISSUE
1066,act terribl write wors,ISSUE
1067,possibl wai movi redeem mst3k fodder,ISSUE
1068,paid much,ISSUE
1069,bore,ISSUE
1070,plot whatsoev,ISSUE
1071,again plot all,ISSUE
1072,horribl,ISSUE
1073,worst hour half life oh gosh,ISSUE
1074,walk theatr minut relief,ISSUE
1075,hate movi like that,ISSUE
1076,yeah movi pretti suck,ISSUE
1077,plot storylin,ISSUE
1078,fan genr heaven,NOTISSUE
1079,aw,ISSUE
1080,notthink gone movi dislik much,ISSUE
1081,identifi charact cardboard cutout stereotyp or predict revers stereotyp,ISSUE
1082,bad film bad write good actor an ugli cartoon craft paul haggi peopl nothandl bold stroke storytel a pictur paint crayon,ISSUE
1083,crash depress littl noth provok emot teach know racism prejudic bad thing,ISSUE
1084,brain attempt shut down primal impuls self preserv,ISSUE
1085,left shatter experi watch film took good hour fulli recov,ISSUE
1086,certainli not mean distinct good wai,ISSUE
1087,mean terribl wai,ISSUE
1088,film redeem featur,ISSUE
1089,appal,ISSUE
1090,artless camera work endlessli present ugliest set imagin,ISSUE
1091,stori stupid,ISSUE
1092,kid annoi,ISSUE
1093,lead man charisma free,ISSUE
1094,utterli merit level akin tortur,ISSUE
1095,tortur,ISSUE
1096,mayb reason explan atroc,ISSUE
1097,not pleasant voyag self discoveri,ISSUE
1098,highli unrecommend,ISSUE
1099,premis sound stupid is,ISSUE
1100,ye bad,ISSUE
1101,recommend,ISSUE
1102,movi suffer write need suspens,ISSUE
1103,close up,ISSUE
1104,movi drag hero notreal work freedom,ISSUE
1105,movi definit averag rent,ISSUE
1106,movi bad,ISSUE
1107,bad,ISSUE
1108,film wai long,ISSUE
1109,definit bad on,ISSUE
1110,notse enjoi movi,ISSUE
1111,notthink seen movi half bore self indulg piec junk,ISSUE
1112,probabl better director notspent movi showcas art work notthat noteworthi,ISSUE
1113,thing notreal like charact got punch face gallon blood spew forth soon after,ISSUE
1114,iron find film total wast time watch,ISSUE
1115,pander audienc sabotag film,ISSUE
1116,stori lack certain energi,ISSUE
1117,plot simpli rumbl like machin desper depend addit new scene,ISSUE
1118,usual hitchcock logic flaw,ISSUE
1119,extrem uninterest,ISSUE
1120,chilli unremark movi author live work chilli abstrus cultur,ISSUE
1121,flat reenact nothold attent emotion adrift stagi,ISSUE
1122,rest sit aw soldier sing song masculin pledg to hairsplit puriti admir sword etc,ISSUE
1123,bore piec kill momentum movi quicker els,ISSUE
1124,schrader resum lousi amateurish film,ISSUE
1125,howev recent watch thing dvd complet struck extrem stupid storylin contain hole inconsist frankli lot crap horrid danc wa,ISSUE
1126,mean realist world gotten ballet repertori thing pathet,ISSUE
1127,charact develop lack depth,ISSUE
1128,woa talk aw,ISSUE
1129,not wast time,ISSUE
1130,horribl,ISSUE
1131,worst sappiest dialogu on,ISSUE
1132,unwatch direct,ISSUE
1133,poor actor,ISSUE
1134,noteven tell talent not pathet line speak director gave action,ISSUE
1135,check director filmographi site film nothav chanc,ISSUE
1136,not good flick,ISSUE
1137,regrett film fail,ISSUE
1138,movi lack visual interest drama express feel celebr patriot underlin narr,ISSUE
1139,actress wors june allison movi,ISSUE
1140,unfortun bad movi plain bad,ISSUE
1141,bad script bad direct horribl act plain bad,ISSUE
1142,dialogu suck,ISSUE
1143,cinematographi if call that suck,ISSUE
1144,soundtrack suck,ISSUE
1145,act suck,ISSUE
1146,concert sequenc suck,ISSUE
1147,overal movi cheap trash,ISSUE
1148,movi not funni consid ridicul it,ISSUE
1149,came feel angri,ISSUE
1150,not sure try film,ISSUE
1151,turn good dai feel night disturb memori guess succeed,ISSUE
1152,forc like movi,ISSUE
1153,again lame,ISSUE
1154,noteven start jerki camerawork,ISSUE
1155,saw theater thought go sick,ISSUE
1156,summari wittic notwitti,ISSUE
1157,plot well said let go,ISSUE
1158,act bad,ISSUE
1159,bad,ISSUE
1160,billi bob notris script wors,ISSUE
1161,camerawork again bad,ISSUE
1162,rate 10,ISSUE
1163,liter vomit watch film,ISSUE
1164,translat movi live movi 5 year work experi found offens intellig,ISSUE
1165,strive great poetri deliv muddl and ridicul stori bunch dispar scene pretenti dialogu worst kind movi review accur defin pretenti crap,ISSUE
1166,find movi intellig master intellig imagin obvious try sens piti attempt it human natur try sens thing,ISSUE
1167,thing toler polit incorrect well artist freedom suspens disbelief slavic femal charact much,ISSUE
1168,depth charact man,NOTISSUE
1169,malta set dry barren dialogu,ISSUE
1170,movi terribl,ISSUE
1171,hockei scene terribl defensemen plai like year old goali dive shot feet wide net etc,ISSUE
1172,notseen it notwast time,ISSUE
1173,movi drama ridicul,ISSUE
1174,start watch notbeliev charact,ISSUE
1175,particular relationship bakeri assist waitress notwork all,ISSUE
1176,superfici movi gave feel watch plai film,ISSUE
1177,charact istagei storylin lot like stage farc,ISSUE
1178,time pyromaniac waylaid assist bore notcar happen switch off,ISSUE
1179,glad notpai it,ISSUE
1180,notlaugh smile onc,ISSUE
1181,notanyth big yawn,ISSUE
1182,storm trooper not bad list wonderfulli terribl movi,ISSUE
1183,lame,ISSUE
1184,gui said better dialogu pot plant right,ISSUE
1185,movi stupid,ISSUE
1186,love bad movi not watch movi,ISSUE
1187,shame,ISSUE
1188,new charact notal memor found forget who,ISSUE
1189,felt go ireland absolut whatsoev,ISSUE
1190,notmak scare horrifi sympathet charact simpli annoi,ISSUE
1191,jerki camera movement annoi,ISSUE
1192,plot pretti cheap horror,ISSUE
1193,pathet attempt charact depth notreal work rest plot,ISSUE
1194,guess suppos clever twist shed light situat stupid,ISSUE
1195,it probabl leav shelf,ISSUE
1196,total unfunni movi pathet unrealist minut utter tortur probabl look watch 70000 time,ISSUE
1197,luci bell higher crap sink low depress,ISSUE
1198,movi sick watch slacker excus stupid action minut,ISSUE
1199,song cover girl old fashion not tune,ISSUE
1200,annoi thing cover girl wai rita hayworth pedest,ISSUE
1201,unfortun cover girl exampl hollywood exploit women financi gain,ISSUE
1202,nottak serious,ISSUE
1203,movi suck bad,ISSUE
1204,wors ticker,ISSUE
1205,movi bad,ISSUE
1206,blew,ISSUE
1207,chosen tortur disgust piec blatant american propaganda,ISSUE
1208,american stupid,ISSUE
1209,involv return school act utterli predict bad script pile garbag round,ISSUE
1210,wish enter neg valu admin,ISSUE
1211,set bad notlook place thunderbird episod,ISSUE
1212,us slow motion needlessli repeat movi back bad act and bad kind word here continu scene thrown reason whatsoev vehicl look like corn flake box directori style border stupid,ISSUE
1213,yeah storylin pathet too,ISSUE
1214,hate write bad review film especi like star film bad notbeliev second proud it,ISSUE
1215,not filmmak director hide head sand spent monei time movi,ISSUE
1216,short monument wast time energi not recommend film,ISSUE
1217,came free dvd player bought turn thing halfwai embarrass howel,ISSUE
1218,1 10 set 0 10,ISSUE
1219,act terribl direct wors dialog chimp like camera work bare toler,ISSUE
1220,ye simplifi thing sake breviti core problem film go real fulfil explan,ISSUE
1221,convolut plot notconvinc me film watch weird question glanc,ISSUE
1222,let girlfriend talk see bad idea hate it,ISSUE
1223,bela lugosi total extran inton odd line,ISSUE
1224,act decid wooden wors period univers movi,ISSUE
1225,wow bad film,ISSUE
1226,not frighten least bare comprehens,ISSUE
1227,plot nothang all act absolut appal,ISSUE
1228,not good camp valu,ISSUE
1229,particularli stupid mollusk not come,ISSUE
1230,film insult movi go public,ISSUE
1231,involv knew string narr,ISSUE
1232,get 10 simpli lower,ISSUE
1233,disappoint,ISSUE
1234,know contract player littl control script act bad script,ISSUE
1235,victor mclaglen bad brian donlevi unrecogniz,ISSUE
1236,consid relat screen taylor stanwyck surpris littl chemistri screen them,ISSUE
1237,premis film ridicul presid u s,ISSUE
1238,death row scene entir unmov,ISSUE
1239,thing wors taylor act stanwyck sing,ISSUE
1240,produc go for miss entir,ISSUE
1241,cheap cheerless heist movi poor characteris lot underbit style stoic emot,ISSUE
1242,squib look aw,ISSUE
1243,point proceed look remot like america,ISSUE
1244,plot is deriv predict end like merci kill,ISSUE
1245,aw dialogu hopeless overact get shot real wast space time,ISSUE
1246,uneasi bad movi wa not scare all,ISSUE
1247,dialogu compos thing littl sens,ISSUE
1248,minut footag wast mediocr elderli actor,ISSUE
1249,direct sloppi best,ISSUE
1250,hacknei write certainli wors bad direct,ISSUE
1251,cours act blah,ISSUE
1252,act cast scale balanc perfectli overact underact,ISSUE
1253,and final that end great handl compet peopl not jerri falwel,ISSUE
1254,particularli rememb sens assault strident cord music blare littl warn mean,ISSUE
1255,sort pap screen afternoon punish unemploi not have job,ISSUE
1256,minut film start have second thought,ISSUE
1257,half wai film start dislik it,ISSUE
1258,time film end not dislik it despis it,ISSUE
1259,film lack convinc script,ISSUE
1260,script look rough draft written shoot began finish script complet,ISSUE
1261,thing happen charact person chang plot twist occur real reason script call it,ISSUE
1262,probabl irrit seen entir life,ISSUE
1263,indescrib annoi idiot seen,ISSUE
1264,bad,ISSUE
1265,not understand kind idiot produc mess place not mention season,ISSUE
1266,script bad bad contain cheesi uneth joke,ISSUE
1267,cast horribl caus bad actor period,ISSUE
1268,final word real tortur,ISSUE
1269,zillion time awai realiti,ISSUE
1270,watch wash machin twirl nothurt ey show,ISSUE
1271,rate 0 10 the bad,ISSUE
1272,not silli noir implaus unmitig bore movi,ISSUE
1273,unconvinc cardboard charact blandli written edward chodorov produc surprisingli direct jean negulesco expect great deal more,ISSUE
1274,widmark charact turn unintention comic,ISSUE
1275,lose marbl earli proceed total implaus unconvinc,ISSUE
1276,notenough mess movi pictur mar constant us studio set indoor exterior,ISSUE
1277,prompt documentari me,ISSUE
1278,veri spoiler movi huge disappoint,ISSUE
1279,problem dont know start,ISSUE
1280,movi make lot mistak,ISSUE
1281,all racial stereotyp racial joke offend everyon,ISSUE
1282,movi litter overt racial slur black cast member return white depict moron boob,ISSUE
1283,put race card asid let look major flaw film destroi latifa charact,ISSUE
1284,real plot,ISSUE
1285,wouldnt movi free,ISSUE
1286,terribl disappoint film receiv award accolad especi far deserv work film there,ISSUE
1287,notthink redeem qualiti remak,ISSUE
1288,bad film made,ISSUE
1289,bad well it bad,ISSUE
1290,movi solid exampl bad plot veri bad idea wai,ISSUE
1291,shame good actor like thomerson jame live mess like thi,ISSUE
1292,thought bad,ISSUE
1293,terribl,ISSUE
1294,let start problem act especi lead professor veri bad,ISSUE
1295,script big flaw mess,ISSUE
1296,best exampl dumb write establish turn zombi student human remov necklac contain piec meteorit,ISSUE
1297,movi terribl bore place,ISSUE
1298,light aw,ISSUE
1299,film look cheap bland,ISSUE
1300,disappoint aspect lack notabl gore,ISSUE
1301,convent work past certainli notwork here,ISSUE
1302,visual effect aw,ISSUE
1303,explos ga tank end aw,ISSUE
1304,sum film up breeder terribl cheapli horror movi avoid like ebola viru,ISSUE
1305,not recommend,ISSUE
1306,unbear watch screen littl charisma terribl comed time,ISSUE
1307,asid terribl lead film load debit,ISSUE
1308,understand suppos cheap popcorn comedi notmean complet insult intellig write incred hacknei border offens,ISSUE
1309,lewi black consider talent wast too incendiari unrestrain pg 13 rate certainli notallow,ISSUE
1310,origin fresh movi spent remak littl offer,ISSUE
1311,reflect not cast below par script borrow earlier classic,ISSUE
1312,howev decent act action locat work balanc thing up,ISSUE
1313,fail convei broad sweep landscap great origin,ISSUE
1314,gener lack imagin,ISSUE
1315,possibl movi wors thi,ISSUE
1316,plot go place,ISSUE
1317,women final up sign improv expect thing happen time film over far asleep,ISSUE
1318,bewar not trashi cult movi trash period,ISSUE
1319,notbeliev sequel thi,ISSUE
1320,precis give bad review,ISSUE
1321,element stori top excess phoni contriv pain sit through,ISSUE
1322,line written year old try so hard sound like year old realli um know well talk,ISSUE
1323,simpli excus poorli done,ISSUE
1324,saw movi thought stupid movi,ISSUE
1325,stupid thought idea volcano lo angel,ISSUE
1326,honest you unbeliev nonsens foolish,ISSUE
1327,conclus not bother movi volcano lo angel nonsens,ISSUE
1328,stori line aw,ISSUE
1329,pain,ISSUE
1330,accent absolut abysm,ISSUE
1331,hypocrisi film vomit,ISSUE
1332,notwast time watch rubbish non research film,ISSUE
1333,omit watch thi,ISSUE
1334,rate 10,ISSUE
1335,basic premis wast sidelin inexplic focu documentari crew,ISSUE
1336,regardless film fail level,ISSUE
1337,avoid cost,ISSUE
1338,notseem want host voic over monoton notget involv guest,ISSUE
1339,movi mind bendingli aw nothav creat,ISSUE
1340,film lack real scare tension medic terminolog bit iffi insulin depend diabet myself,ISSUE
1341,said act better,ISSUE
1342,allow poor product valu time baaaaaad,ISSUE
1343,not good,ISSUE
1344,speak music unbear predict kitchi,ISSUE
1345,film drop ball,ISSUE
1346,continu error,ISSUE
1347,notse movi inspir come overcom fear reject,ISSUE
1348,bad actual worth see reason,ISSUE
1349,well think bad is,ISSUE
1350,mediocr hollow laughabl predict piec garbag,ISSUE
1351,case iso bad laughabl,ISSUE
1352,bad perform plai angela bennett comput expert home time,ISSUE
1353,film noth pretext ridicul action scene,ISSUE
1354,aw is,ISSUE
1355,bad actress repeat robot face move pictur,ISSUE
1356,result well shame,ISSUE
1357,delet film mind,ISSUE
1358,worst show time,ISSUE
1359,begin smart ass comment total wall uncal for,ISSUE
1360,fat comput geek unbeliev bibl thumper bad ass girl actor,ISSUE
1361,heard cole total unbeliev part,ISSUE
1362,time open mouth expect hear you kid pull plug merci kill horribl show,ISSUE
1363,stori unbeliev actor,ISSUE
1364,lame best wai describ it,ISSUE
1365,big fan rpg game too movi disgrac self respect rpger is,ISSUE
1366,line cut audio wrong,ISSUE
1367,find better movi youtub,ISSUE
1368,line notwast time monei on bad come,ISSUE
1369,lassi movi put sleep forev,ISSUE
1370,describ painfulli dreari time waster film,ISSUE
1371,mediocr aspect dull,ISSUE
1372,noteven achiev so bad it is good so bad it is memor movi,ISSUE
1373,empti hollow shell movi,ISSUE
1374,serious not worth wast your kid time on,ISSUE
1375,avoid avoid avoid,ISSUE
1376,drive bark mad,ISSUE
1377,new there,ISSUE
1378,second movi,ISSUE
1379,movi action scene littl comedi,ISSUE
1380,plot hole pair fishnet stock direct edit astonishingli ham fist,ISSUE
1381,earth iron film,ISSUE
1382,footbal scene end perplex,ISSUE
1383,scene strong unpleas,ISSUE
1384,bore,ISSUE
1385,film made,ISSUE
1386,film ultra cheap look it,ISSUE
1387,result film notlook right,ISSUE
1388,engag excit,ISSUE
1389,plot nonsens notinterest slightest wai uniqu it,ISSUE
1390,foreign not worth second time,ISSUE
1391,piec trash releas me act stori charact supposedli special effect etc it wrong,ISSUE
1392,fact stinker smell like direct to video releas,ISSUE
1393,avoid cost,ISSUE
1394,star trek final frontier worst seri,ISSUE
1395,act involv includ like shatner nimoi bad wash make old look real life special effect tacki like spock rescu kirk jet pack fall mountain,ISSUE
1396,attempt humor piti stori aw dose notbear think basic involv vulcan steal enterpris find god serious notcar film not mention uhura belli danc distract male guard,ISSUE
1397,place good film garbag,ISSUE
1398,worst seri,ISSUE
1399,disappoint wonder oscar shortlist,ISSUE
1400,slow,ISSUE
1401,lot hole plot emperor spend year childhood matur ag,ISSUE
1402,notwast time,ISSUE
1403,end dai worst big budget action movi seen,ISSUE
1404,sure notknow coher action movi screenwrit air forc oblig write script big sum monei,ISSUE
1405,worst film seen,ISSUE
1406,try bad wa,ISSUE
1407,hour minut sheer tedium melodrama horribl act mess script sink feel good lord think,ISSUE
1408,lot hole script,ISSUE
1409,like bad hour movi,ISSUE
1410,imagin singl decis wrong,ISSUE
1411,dialogu atroci,ISSUE
1412,act abysm,ISSUE
