id,text,label
987,have no problem fireball,1
988,have no problem,1
989,staff answer question,1
990,excite get game,1
991,read previously write review,1
992,love spend time computer,1
993,game have fault,0
994,have listen review,0
995,game be enjoyable,1
996,make play hard frustrate,0
997,game extremely clichy,0
998,idea great,1
999,ugly,0
1000,new notebook note receive mail,0
1001,wireless connection network,0
1002,not recommend product,0
1003,very very slow move aimless movie distress drift young man,0
1004,not sure lose flat character audience nearly half walk out,0
1005,attempt wariness black white clever camera angle movie disappoint become ridiculous act poor plot line non existent,0
1006,little music speak of,0
1007,rest movie lack art charm mean emptiness work guess empty,0
1008,waste two hour,0
1009,have average act main person low budget clearly see,0
1010,short film certainly pull no punch,0
1011,graphic far best game,0
1012,today graphic crap,0
1013,flick doom conception,0
1014,idea lame,0
1015,notte bite interest,0
1016,not confirm film be unfunny generic manage give away entire movie be not exaggerate moment plot point joke tell trailer,0
1017,not funny,0
1018,talented carrell not save this,0
1019,story predictable lazy,0
1020,real effect work presence animal integration scene worst obvious blue green screen work have see,0
1021,cost much nottranslate quality sure,0
1022,negative insipid cause regret two hour life waste screen,0
1023,long whiny pointless,0
1024,disappoint movie,0
1025,one character totally annoy voice give feel fingernail chalkboard,0
1026,totally unnecessary train roller coaster scene,0
1027,absolutely no warmth charm scene character,0
1028,movie totally grate nerve,0
1029,performance not improve improvisation actor have twice worry about not deliver line well line good,0
1030,and honestly not good,0
1031,dialogue do normally follow one line another fit surround,0
1032,crackle unpredictable youthful energy honestly find hard follow concentrate meander badly,0
1033,norway worth two hour time though,0
1034,problem script,0
1035,horrendous,0
1036,nothing believable all,0
1037,act bad dialog extremely shallow insincere,0
1038,predictable chick flick,0
1039,politically correct,0
1040,disappoint,0
1041,hour half wish bring back,0
1042,direct cinematography not good,0
1043,movie bore find occupy peak paper instead watch never happen columbo movie before,0
1044,embarrass have look away,0
1045,direct seem pretentious,0
1046,generally line plot weaker average episode,0
1047,scene debate not sack trumpeter who falsely accuse murder pure horror stupid,0
1048,problem think actor play villain low rent michael ironside,0
1049,however normale fact overall tremendously bore movie,0
1050,moment movie note be excruciatingly slow move,0
1051,poor remake,0
1052,all great disappointment,0
1053,believe actor agree do film,0
1054,not stand watch long fear lose i q,0
1055,guess nobody network air dribble watch put on,0
1056,idb rat go low one awful time get negative number case these,0
1057,saw mirrormask night unsatisfactory experience,0
1058,unfortunately inexperience direction mean scene scene pas little way dramatic tension conflict,0
1059,central theme film handle ineptly stereotypically no depth imagination,0
1060,pretty picture world make piece work flaw core,0
1061,hour half waste time follow bunch pretty high schooner whine cry life,0
1062,not relate them hell barely understand them,0
1063,movie pure disaster story stupid edit worst have see confuse incredibly,0
1064,fish badly make underwater shot repeat thousand time film,0
1065,truly truly bad film,0
1066,act terrible write worse,0
1067,possible way movie be redeem be stok fodder,0
1068,pay much,0
1069,bore,0
1070,no plot whatsoever,0
1071,again no plot all,0
1072,horrible,0
1073,worst hour half life oh gosh,0
1074,have walk theatre minute get relief,0
1075,hate movie like that,0
1076,yeah movie pretty suck,0
1077,no plot storyline,0
1078,fan genre be heaven,1
1079,awful,0
1080,do nothing have go movie dislike much,0
1081,nobody identify character cardboard cutout stereotype or predictably reverse stereotype,0
1082,bad film bad write good actor an ugly cartoon craft paul haggis people not handle bold stroke storytelling a picture paint crayon,0
1083,crash depress little nothing provoke emotion teach nothing know racism prejudice bad thing,0
1084,brain attempt shut down primal impulse self preservation,0
1085,leave shatter experience watch film take good two hour fully recover,0
1086,certainly do not mean distinction good way,0
1087,mean terrible way,0
1088,film have no redeem feature,0
1089,everything appal,0
1090,artless camera work endlessly present ugliest set imaginable,0
1091,story stupid,0
1092,kid annoy,0
1093,lead man charisma free,0
1094,utterly merit level akin torture,0
1095,say again torture,0
1096,maybe be reasonable explanation atrocity,0
1097,not pleasant voyage self discovery,0
1098,highly recommend,0
1099,premise sound stupid be,0
1100,yes bad,0
1101,nothing recommend,0
1102,movie suffer write need suspense,0
1103,close up,0
1104,movie seem drag hero normally work freedom,0
1105,movie definitely average rent,0
1106,movie bad,0
1107,bad,0
1108,film way long,0
1109,definitely one bad one,0
1110,do note enjoy movie,0
1111,do nothing have see movie half bore self indulgent piece junk,0
1112,probably have be better director have not spend movie showcasing art work so that noteworthy,0
1113,thing normally like character get punch face gallon blood spew forth soon after,0
1114,ironically find film total waste time watch,0
1115,pander audience sabotage film,0
1116,story lack certain energy,0
1117,plot simply rumble like machine desperately depend addition new scene,0
1118,usual hitchcock logic flaw,0
1119,extremely uninteresting,0
1120,chilly unremarkable movie author live work chilly abstruse culture,0
1121,flat re-enactments do foothold attention emotionally adrift stage,0
1122,rest sit be awful soldier sing song masculinity pledge to hairsplitting purity admiration sword etc,0
1123,bore piece kill momentum movie quicker else,0
1124,schroder have make resume lousy amateurish film,0
1125,however recently watch thing again do completely strike extremely stupid storyline contain hole inconsistency frankly lot crap horrid dance be,0
1126,mean realistic world never have get ballet repertory thing pathetic,0
1127,character development lack depth,0
1128,wo talk awful,0
1129,do not waste time,0
1130,horrible,0
1131,worst happiest dialogue go on,0
1132,make unmatchable direction,0
1133,poor actor,0
1134,not tell have talent not have pathetic line speak director give no action,0
1135,check director filmography site see film not have chance,0
1136,not be good make tv flick,0
1137,regrettably film fail,0
1138,movie lack visual interest drama expression feel celebration patriotism underline narrative,0
1139,no actress have be worse use june allison movie,0
1140,unfortunately bad movie plain bad,0
1141,bad script bad direction horrible act make one plain bad,0
1142,dialogue suck,0
1143,cinematography if be call that suck,0
1144,soundtrack suck,0
1145,act suck,0
1146,concert sequence suck,0
1147,overall movie cheap trash,0
1148,movie not funny consider ridiculousness it,0
1149,come feel angry,0
1150,be not sure try do film,0
1151,turn good day feel night disturb memory guess succeed,0
1152,force like everything movie,0
1153,again lame,0
1154,do steven get start jerky camerawork,0
1155,saw theater think go be sick,0
1156,summary witticism twitty,0
1157,plot well say have let one go,0
1158,act bad,0
1159,bad,0
1160,billy bob notice script worse,0
1161,camerawork again bad,0
1162,rat one 10,0
1163,literally vomit watch film,0
1164,be translate movie live movie 5 year work experience find offensive intelligence,0
1165,strive greatness poetry deliver muddle and ridiculous story bunch disparate scene pretentious dialogue get worst kind movie reviewer accurately define pretentious crap,0
1166,find movie intelligent masterful say intelligence imagination obviously use try make sense pitiful attempt it human nature try make sense thing,0
1167,one thing tolerate political correctness well be artistic freedom suspension disbelief slavic female character much,0
1168,have depth character man,1
1169,malta setting dry barren dialogue,0
1170,movie terrible,0
1171,hockey scene terrible defensemen play like five year old goalie dive shot ten foot wide net etc,0
1172,have noreen it do not waste time,0
1173,call movie drama ridiculous,0
1174,start watch not believe character,0
1175,particular relationship bakery assistant waitress network all,0
1176,superficial movie give feel watch play film,0
1177,character stagey storyline lot like stage farce,0
1178,time pyromaniac waylay assistant bore netware happen switch off,0
1179,glad norway see it,0
1180,not laugh smile once,0
1181,not one big yawn,0
1182,storm trooper not bad make list wonderfully terrible movie,0
1183,lame,0
1184,guy say have better dialogue pot plant have right,0
1185,everything movie stupid,0
1186,love bad movie do not watch movie,0
1187,shameful,0
1188,new character total memorable find forget who,0
1189,felt go ireland absolutely nothing whatsoever,0
1190,normale scar horrify make sympathetic towards character simply annoy,0
1191,jerky camera movement annoy,0
1192,plot pretty cheap horror,0
1193,pathetic attempt give character depth normally work rest plot,0
1194,guess suppose be clever twist shed light situation stupid,0
1195,see it probably leave shelf,0
1196,totally unfunny movie pathetic unrealistic ninety minute utter torture probably look watch seventy thousand time,0
1197,lucy bell higher crap sink low depress,0
1198,movie do make sick watch slicker make excuse stupid action ninety minute,0
1199,song cover girl old fashion not tuneful,0
1200,annoy thing cover girl way rita hayworth pedestal,0
1201,unfortunately cover girl example hollywood use exploit woman financial gain,0
1202,cottage seriously,0
1203,movie suck bad,0
1204,worse ticker,0
1205,movie bad,0
1206,blow,0
1207,choose be torture disgust piece blatant american propaganda,0
1208,show make american stupid,0
1209,involve be return school act utterly predictable bad script pile garbage round,0
1210,wish enter negative value admit,0
1211,set bad outlook place thunderbird episode,0
1212,use slow motion needlessly repeat movie well back bad act and bad kind word here no continuity scene throw no reason whatsoever vehicle look like make corn flake box directorial style border stupidity,0
1213,oh yeah storyline pathetic too,0
1214,hate write bad review film especially like star film bad do not believe one second have be proud it,0
1215,be not filmmaker be director hide head sand have spend money time movie,0
1216,short monumental waste time energy not recommend see film,0
1217,come free do player buy turn thing halfway embarrass howell,0
1218,1 10 no set 0 10,0
1219,act terrible direct worse dialog chimp like camera work barely tolerable,0
1220,yes be simplify thing sake brevity core problem film have go real fulfil explanation,0
1221,convolute plot not convince me film watch weird question glance,0
1222,let girlfriend talk see bad idea hat it,0
1223,bela logo totally extraneous intone odd line,0
1224,act decidedly wooden no worse period universal be movie,0
1225,wow bad film,0
1226,not frighten least barely comprehensible,0
1227,plot do nothing all act absolutely appal,0
1228,not good camp value,0
1229,have have have iq particularly stupid mollusc not see one come,0
1230,film insult movie go public,0
1231,involve know string narrative,0
1232,get one 10 simply nothing lower,0
1233,disappoint,0
1234,know contract player little control script act bad script,0
1235,victor mclaren bad brian donlevy unrecognizable,0
1236,consider relation screen taylor stanwyck surprise little chemistry screen two them,0
1237,premise film ridiculous president u s,0
1238,death row scene entirely unmoving,0
1239,thing worse taylor act stanwyck sing,0
1240,producer go for miss entirely,0
1241,cheap cheerless heist movie poor characterisation lot undermine style stoic demote,0
1242,squib look awful,0
1243,no point proceed do look remotely like america,0
1244,plot be derivative predictable end like mercy kill,0
1245,awful dialogue hopeless operate get shoot real waste space time,0
1246,uneasy bad movie be not scar all,0
1247,dialogue compose thing make little sense,0
1248,thirty minute footage waste show mediocre elderly actor,0
1249,direct sloppy best,0
1250,hackneyed write certainly make worse bad direct,0
1251,course act blah,0
1252,act cast be scale balance perfectly operate interact,0
1253,and finally that get end have be great have be handle competent people not jerry farwell,0
1254,particularly remember sense be assault strident cord music blare little warn mean,0
1255,sort pap screen afternoon punish unemployed not have job,0
1256,ten minute film start have second thought,0
1257,half way film start dislike it,0
1258,time film end not dislike it despise it,0
1259,film lack convince script,0
1260,script look rough draft write shoot begin finish script complete,0
1261,thing happen character personality change plot twist occur no real reason script call it,0
1262,probably irritate show have see entire life,0
1263,indescribably annoy idiotic show have see,0
1264,everything bad,0
1265,not understand kind idiot produce mess place not mention season,0
1266,script bad bad contain cheesiness unethical joke,0
1267,cast horrible cause see bad actor period,0
1268,final word show real torture,0
1269,million time away reality,0
1270,watch wash machine twirl yoghurt eye show,0
1271,rat 0 10 the show bad,0
1272,not silly noir implausible unmitigated bore movie,0
1273,unconvincing cardboard character blandly write edward chodorow produce surprisingly direct jean negulesco one expect great deal more,0
1274,widmark character turn unintentionally comical,0
1275,lose marble early proceed totally implausible unconvincing,0
1276,not mess movie picture mar constant use studio set indoor exterior,0
1277,prompt documentary me,0
1278,very spoiler movie huge disappointment,0
1279,problem dont know start,0
1280,movie make lot mistake,0
1281,all racial stereotype racial joke offend everyone,0
1282,movie litter overt racial slur towards black cast member return white depict moron boob,0
1283,put race card aside let look major flaw film destroy latif character,0
1284,no real plot,0
1285,couldnt see movie again free,0
1286,be terribly disappoint film receive award accolade especially far deserve work film there,0
1287,do nothing redeem quality remake,0
1288,be bad film make,0
1289,bad well it bad,0
1290,movie solid example bad plot very bad idea way,0
1291,shame see good actor like thompson jam make live mess like this,0
1292,think bad,0
1293,terrible,0
1294,let start problem act especially lead professor very bad,0
1295,script big flaw mess,0
1296,best example dumb write establish turn zombie student back human remove necklace contain piece meteorite,0
1297,movie terribly bore place,0
1298,light awful,0
1299,film look cheap bland,0
1300,one disappoint aspect lack notable gore,0
1301,convention never work well past certainly do network here,0
1302,visual effect awful,0
1303,explosion gas tank end awful,0
1304,sum film up breeder terrible cheaply make horror movie be avoid like bola virus,0
1305,not recommend,0
1306,unbearable watch screen have little no charisma terrible comedic time,0
1307,aside terrible lead film have load debit,0
1308,understand suppose be cheap popcorn comedy do norman have completely insult intelligence have write incredibly hackneyed border offensive,0
1309,lewis black considerable talent waste too incendiary unrestrained pg 13 rat certainly wo tallow,0
1310,originality freshness movie spend remake have little offer,0
1311,reflect not cast below par script borrow earlier classic,0
1312,however no decent act action location work balance thing up,0
1313,fail convey broad sweep landscape great original,0
1314,generally lack imagination,0
1315,possible movie get worse this,0
1316,no plot keep go place,0
1317,woman finally show up no sign improvement expect thing happen time film over be far asleep,0
1318,beware not trashy cult movie trash period,0
1319,not believe sequel this,0
1320,precisely be give bad review,0
1321,element story top excessively phony contrive painful sit through,0
1322,line seem have be write fifteen year old try oh so hard sound like fifteen year old really um know well talk,0
1323,simply no excuse poorly do,0
1324,saw movie think stupid movie,0
1325,stupid have think idea be volcano los angeles,0
1326,be honest you unbelievable nonsense foolish,0
1327,conclusion not bother movie volcano los angeles nothing nonsense,0
1328,story line awful,0
1329,painful,0
1330,accent absolutely abysmal,0
1331,hypocrisy film make vomit,0
1332,do not waste time watch rubbish non research film,0
1333,omit watch this,0
1334,rat 10,0
1335,basic premise waste sideline inexplicable focus documentary crew,0
1336,regardless film fail level,0
1337,avoid cost,0
1338,not seem want be host voice over monotonous note involve guest,0
1339,movie mind bend awful not have be create,0
1340,film lack real scar tension medical terminology use bite iffy say say insulin dependant diabetic myself,0
1341,say act better,0
1342,allow poor production value time bad,0
1343,not good,0
1344,speak music unbearably predictably itchy,0
1345,film drop ball,0
1346,continuity error,0
1347,not see movie be inspiration come overcome fear rejection,0
1348,bad actually worth see reason,0
1349,well keep think bad be,0
1350,mediocre hollow laughable predictable piece garbage,0
1351,case iso bad laughable,0
1352,bad performance play angela bennett computer expert home time,0
1353,film nothing pretext show ridiculous action scene,0
1354,awful be,0
1355,bad actress repeat robotic face move picture,0
1356,result well shame,0
1357,delete film mind,0
1358,one worst show time,0
1359,show begin smart as ed comment be totally wall uncalled for,0
1360,fat computer geek unbelievable bible thumper bad as girl actor,0
1361,never hear cole totally unbelievable part,0
1362,time open mouth expect hear you see kid pull plug mercy kill horrible show,0
1363,story unbelievable actor,0
1364,lame be best way describe it,0
1365,im big fan rpg game too movie disgrace self respect roger be,0
1366,line cut audio everything wrong,0
1367,find better movie couture,0
1368,line do not waste time money one bad come,0
1369,lassie movie have be put sleep forever,0
1370,have describe painfully dreary time waster film,0
1371,mediocre aspect become dull,0
1372,steven achievement so bad it be good so bad it be memorable movie,0
1373,empty hollow shell movie,0
1374,seriously not worth waste your kid time on,0
1375,avoid avoid avoid,0
1376,drive bark mad,0
1377,nothing new there,0
1378,second movie,0
1379,movie have no action scene little comedy,0
1380,plot have hole pair fishnet stock direction edit astonishingly ham fisted,0
1381,earth iron do film,0
1382,football scene end perplex,0
1383,scene strong unpleasant,0
1384,bore,0
1385,film make,0
1386,film have ultra cheap look it,0
1387,result film do outlook right,0
1388,none engage excite,0
1389,plot nonsense do non-interest slightest way have uniqueness it,0
1390,foreigner not worth one second time,0
1391,piece trash release me act story character supposedly special effect etc it wrong,0
1392,fact stinker smell like direct to video release,0
1393,avoid cost,0
1394,star trek v final frontier worst series,0
1395,act involve include like shatner nimby bad wash make seem old look real life special effect tacky like spock have rescue kirk jet pack fall mountain,0
1396,attempt humor pitiful story awful dose not bear think basically involve vulcan steal enterprise find good seriously netware film oh not mention uhuru do belly dance distract male guard,0
1397,place good film garbage,0
1398,worst one series,0
1399,disappoint wonder be oscar shortlist,0
1400,slow,0
1401,lot hole plot nothing become emperor nothing spend twenty year childhood mature age,0
1402,do not waste time,0
1403,end day one worst big budget action movie have see,0
1404,surely do not know make coherent action movie screenwriter air force one oblige write script big sum money,0
1405,one worst film have see,0
1406,be try get bad be,0
1407,one hour fifty four minute sheer tedium melodrama horrible act mess script sink feel good lord think,0
1408,lot hole script,0
1409,like bad two hour tv movie,0
1410,imagine single one decision make wrong,0
1411,dialogue atrocious,0
1412,act abysmal,0
1413,everything stink,0
1414,trouble be write direct make impossible establish thing make movie watchable like character story theme on,0
1415,worse incredibly weak sub plot throw follow little band latter day maronites go reporter work story anniversary kill,0
1416,dumb pointless complete waste time,0
1417,short do not bother movie,0
1418,story act weak,0
1419,fast forward remain film see leave watchable human be brain not,0
1420,way suck,0
1421,script horrendously stupid,0
1422,story start fast absolutely no suspense build up slightest,0
1423,everything captain rowdy say laughable plain stupid,0
1424,hell kind crap that,0
1425,then plot hole,0
1426,drive semi truck hole,0
1427,not act one scary villain have see not write do write damn movie sleep,0
1428,bore damn thing,0
1429,act suck music suck script suck pace suck special fx suck direct suck basically movie suck,0
1430,film try be sophisticate thriller horror flick fail miserably,0
1431,probably one effective utterly unoriginal film have see entire life,0
1432,piece cinematic garbage capture celluloid,0
1433,avoid cost,0
1434,rate film stink not funny sulcus have stay diallo supernatural zombie movie,0
1435,avoid film cost,0
1436,do not know happen season five mess,0
1437,movie dislike,0
1438,one bore horror movie ninety mainly start slow center bore atmosphere,0
1439,puppet look cheesy not good way,0
1440,story lame not interest never explain sinister origin puppet,0
1441,not death scene like previous movie f x terrible,0
1442,felt asleep time watch it recommend insomniac,0
1443,otherwise do steven waste time this,0
1444,one fail create real suspense,0
1445,killer do not expect original remotely frighten,0
1446,be sorry not recommend anyone,0
1447,one bore pointless movie have see,0
1448,secondary plot line incomprehensible relation primary plot line mystify,0
1449,hat it,0
1450,one worst sandra bullock movie speed two not bad,0
1451,do not understand garbage get shelve movie store not real movie,0
1452,highly doubt like trash,0
1453,not movie make,0
1454,act like watch wooden puppet move read book bad be,0
1455,be warn you do not rent movie humblest thing have never see,0
1456,agree jessica movie pretty bad,0
1457,character one dimensional good guy especially bad guy,0
1458,story line totally predictable,0
1459,have see soap opera intelligent movie,0
1460,bad character bad story bad act,0
1461,awful,0
1462,not easy watch,0
1463,do avoid groove antithesis good human traffic,0
1464,bad involve comshare crowe level dedication quality do have have far better film hand sub par mess,0
1465,movie seem little slow first,0
1466,act film be glad go drift away earth far possible,0
1467,have notch vomit end by cheap drama worthless dialogue have have bore death waste time,0
1468,instead get bore fest whiny spoil brat babysitting,0
1469,never walk movie faster,0
1470,unfortunately virtue film production work lose regrettable script,0
1471,word embarrass,0
1472,exceptionally bad,0
1473,insult one intelligence huge waste money,0
1474,sad movie,0
1475,best scene movie gerardo try find song keep run head,1
1476,saw movie today think good effort good message kid,1
1477,love cast jimmy buffet science teacher,1
1478,baby owl adorable,1
1479,movie show lot florida best make look appeal,1
1480,song best muppets hilarious,1
1481,cool,1
1482,right case movie deliver everything right face,1
1483,review long overdue consider tale two sister be single greatest film make,1
1484,gem movie term screenplay cinematography act post production edit direct aspect film make,1
1485,practically perfect true masterpiece sea faux masterpiece,1
1486,structure film easily tightly construct history cinema,1
1487,think no film vitally important occur minute,1
1488,word content level film easily fill dozen film,1
1489,right mind ask movie this,1
1490,simply highest superlative form cinema imaginable,1
1491,yes film do require significant puzzle solve piece fit create beautiful picture,1
1492,number one best th game series,1
1493,deserve strong love,1
1494,insane game,0
1495,massive level massive unworkable character massive game,1
1496,waste money game,0
1497,kind money waste properly,0
1498,actually graphic good time,1
1499,say canada fun game aye,1
1500,game rock,1
1501,buy it play it enjoy it love it,1
1502,pure brilliance,1
1503,film succeed despite of obviously meagre budget,1
1504,be glad film no-go obvious choice lesser film certainly have,0
1505,addition have one lovely song write french canaan boast one cutest lead lady grace screen,1
1506,hard not fall head over heel love girl,1
1507,excellent cast story line performance,1
1508,totally believable,1
1509,anne hecht utterly convince,1
1510,sit rivet tv screen,1
1511,give one resound nine 10,1
1512,do think tom hank good actor,1
1513,enjoy read book child little,1
1514,generally great thing it,1
1515,suspense builder good,1
1516,especially like non cliche choice parent movie predict dialog verbatim write movie make better selection,1
1517,want movie not gross give chill great choice,1
1518,alexander nevsky great film,1
1519,amaze film artist one important live,1
1520,movie have give ten year,1
1521,movie need word of mouth promote it,1
1522,overall film interest think provoke,1
1523,plus well pace suit relatively short run time,1
1524,give one look,1
1525,give ten,1
1526,wind lion well write superbly act,1
1527,true classic,1
1528,actually turn be pretty decent far b list horror suspense film go,1
1529,definitely worth check out,1
1530,manna heaven terrific film predictable unpredictable time,1
1531,scene funny occasionally touch character evaluate live go,1
1532,cast veteran actor nostalgia trip,1
1533,ursula burton portrayal nun touch funny time make fun nun church,1
1534,look movie terrific cast good music uplift end give one try,1
1535,do nothing be disappoint,1
1536,thing worth watch scenery house beautiful,1
1537,term write fresh bold,1
1538,act help write well real joy watch,1
1539,applause be give prelude however,1
1540,like that,1
1541,great film great director,1
1542,movie have edge seat make somewhat afraid go car end night,0
1543,music film nice too,1
1544,have advise go see it,1
1545,brilliant,1
1546,like movie way much,1
1547,rock world certainly see no social physical outlet,1
1548,definitely cult classic well worth view share others,1
1549,still do like movie empowerment woman not movie like one,1
1550,love it,1
1551,movie receive great quality film age,1
1552,john wayne incredible job be young movie industry,1
1553,screen presence shine think senior actor screen him,1
1554,think see older john wayne film,1
1555,performance simply genius,1
1556,legendary,1
1557,totally fascinate music dance everything,1
1558,good intention make film great film be one greatest film make,1
1559,film have great actor master director significant theme at would be significant theme undertone fifty existential world weariness aerial scene ought have thrill sense imagination character one deeply care,1
1560,yet enjoy watch it,1
1561,nice,1
1562,know give 10,1
1563,or not be say it surface superbly craft,1
1564,cinematography simply stun,1
1565,not single sour note strike act wise either surprisingly solid cast here,1
1566,thing consider job well do,1
1567,thank good movie like release,1
1568,attention give character complex psychological portrayal detail loyalty treachery love hope tremendous,1
1569,excellent drama excellent thriller excellent film,1
1570,everything film simply incredible,1
1571,performance real grip crocodile extremely well swamp location fabulous,1
1572,lot beautiful place,1
1573,amaze finale possibly best trilogy time,1
1574,one favourite director one talented director history cinema,1
1575,use colour french flag film nothing short incredible shoot scene like work art,1
1576,visually appeal movie have see,1
1577,subtle connection film awesome,1
1578,have mention huge spoiler love end character film remain survivor ferry disaster valentine young judge together old man watch tv solidify happiness suffer deal year,1
1579,nothing better way end film smile face great way wrap amaze film trilogy,1
1580,recommend love film movie anything a work art,1
1581,ten ten movie trilogy,1
1582,think one people find one roth pearl,1
1583,performance award stun,1
1584,wonderful location lie story contrast,1
1585,beautiful direct film nicola roeg with sublime cast,1
1586,fun funny movie,1
1587,highly entertain angle,1
1588,feature outlandish array memorable psychotic lovable nut,1
1589,enjoyment get see run around play game be dangerous,1
1590,have sweet moment,1
1591,telephone repair man funny reaction nut crazy bos truly genuine,1
1592,character film tremendously well play,1
1593,find funny,1
1594,actually smart movie,1
1595,brilliant twist end,1
1596,love it,1
1597,end so perfect shed tear,1
1598,be thrill see movie like this,1
1599,never forget now,1
1600,not cult cult classic,1
1601,good show watch,1
1602,pretty funny,1
1603,kid cool too,1
1604,give television series ten plus could,1
1605,say have tap episode find watch again,1
1606,do not know exactly movie latch endear movie have become special family memory,1
1607,totally absolutely recommend movie like good wholesome family movie exactly be,1
1608,thing four kid get absolutely hilarious watch,1
1609,one best movie show strong sibling bond other,1
1610,interest action suspense unneeded controversy,1
1611,everything act cinematography solid,1
1612,damian talented versatile way write portray different character screen,1
1613,movie have cut edge it,1
1614,be please know modern day genius let passion art drive take audience him,1
1615,awesome movie buy bay,1
1616,love story,1
1617,set amaze stylize beautiful effective,1
1618,be use exemplar set designer,1
1619,story powerful exploration nature man art,1
1620,watch film want learn work artist,1
1621,high adventure best,1
1622,have humour get get day apt,1
1623,impress,1
1624,non linear narration flashback articulate well,1
1625,good commentary today love undoubtedly film worth see,1
1626,people timer film make think excellent job,1
1627,popular cinema good house good reaction plenty laugh,1
1628,feel good film felt come cinema,1
1629,have northern humour positive community represent,1
1630,like it,1
1631,create unique feel though,1
1632,role play well,1
1633,camera like movie,1
1634,movie excellent i totally recommend movie,1
1635,cant explain movie romantic charm hilarious and adorable,1
1636,still set get big 10 oy very scale,1
1637,do good job amuse,1
1638,believe screenwriter good job tie loose end,1
1639,8 10 score plot,1
1640,wo norway do notice spoiler do not want be one believe film worth time,1
1641,deeply impress character play,1
1642,know saw film great thing come gift actor,1
1643,love movie great portrayal family have share up down end know special love have other,1
1644,movie contain all star cast love open eye see actor have noreen before,1
1645,movie kind long length enjoy minute it,1
1646,lifetime do not air enough know store sell let know must have,1
1647,totally different load understatement black comedy film get see do remember it,1
1648,movie create universe fascinate way,1
1649,movie get me,1
1650,movie good humorous comment life,1
1651,find beautiful enjoyable uplift,1
1652,later find lose power film,1
1653,entire audience applaud conclusion film,1
1654,leave theater lilt step joy heart hope human race,1
1655,have wholesome appearance give fine performance,1
1656,rest cast play well,1
1657,cinematography noteworthy include fine view barcelona famed gaudi tower,1
1658,cast good great,1
1659,that worth check out,1
1660,amaze timeless film actually be,1
1661,adorable,1
1662,clever real crowd pleaser this film rank mickey best film eighty wonderful year,1
1663,okay like consider fair critic give credit credit due the creature effect actually pretty cool,1
1664,truly enjoy show proudly say enjoy big time classical wb cartoon,1
1665,deliver one popular funny underrate cartoon create,1
1666,memory murky say enjoy single episode product relate show,1
1667,easily none cartoon make laugh tender way,1
1668,character funny have peculiarity not have true lead character,1
1669,single character hilarious deserve be call lead,1
1670,character interest want find longer movie go on think people be surprise do do normale it,1
1671,go watch it,1
1672,funny,1
1673,character interest care them,1
1674,instant classic great soundtrack catchy song end credit,1
1675,do nomish it,1
1676,mature subtle script suggest occasionally bring dramatic focus underlie tension well serve perfect performance,1
1677,exquisite visual composition moment inventive elegant use close up camera angle light include pointillistic faux home movie footage wonder joy behold,1
1678,saw film christmas great film be,1
1679,act brilliant end fantastic,1
1680,not watch film realise great actually be,1
1681,wonderful film great master stable,1
1682,excellently produce,1
1683,entertain nonetheless,1
1684,camp sort film joy watch,1
1685,barely bore moment film plenty humorous part,1
1686,cast entertain usual,1
1687,overall delight,1
1688,believe one see movie,1
1689,nothing short magnificent photography cinematography film,1
1690,act fantastic rent view see,1
1691,excellent performance,1
1692,good actor around,1
1693,special mention be make superb music score sound effect integral element help make memorable enjoyable cartoon,1
1694,film superb complex,1
1695,stun movie,1
1696,raw sublimely move,1
1697,main player mesmerise,1
1698,actor break heart end,0
1699,have triumph again,1
1700,national treasure,1
1701,go see it,1
1702,excellent film,1
1703,right balance war love,1
1704,good film great director,1
1705,definitely one better documentary have see,1
1706,great movie,1
1707,ten ten star,1
1708,one accessible film,1
1709,advise look it,1
1710,wo not regret it,1
1711,attractive set use film eye please gem,1
1712,transfer good,1
1713,nice relax late night view,1
1714,movie wonderful dance,1
1715,happy wonderful feel good end,1
1716,point journey journey touch member family,1
1717,one movie need see come tv never mind fact have memorize,1
1718,saw film recommend it,1
1719,have good plot hold complete attention act superb,1
1720,good film indeed great unconditional love,1
1721,like movie,1
1722,think act skilled,1
1723,charm film wonderful sentiment heart,1
1724,rare film maker take time tell worthy moral tale care love do netball trap be overly syrupy indulgent,1
1725,nine ten truly lovely film,1
1726,handout scene,1
1727,technically film well make impressive camera work solid act effective music,1
1728,wild stuff highly recommend fan diallo cinema,1
1729,movie interest begin end,1
1730,movie reveal,1
1731,fresh subtle sublime effect,1
1732,small great film,1
1733,actor give wonderful performance,1
1734,learn lot real inside emotion people movie,1
1735,movie fascinate,1
1736,wo not forget movie,1
1737,movie awesome,1
1738,extraordinary film,1
1739,film well pace understate one best courtroom documentary have see,1
1740,wonderful inspire watch,1
1741,edit film phenomenal opinion,1
1742,film offer delight surprise,1
1743,understate film leave last impression,1
1744,warmth generate contrast austere backdrop,1
1745,leave theater want go dance star,1
1746,act have expect cast notch,1
1747,character flesh surprisingly well actor deliver sharply script line right deadpan tongue cheek make dialogue hilarious realistic,1
1748,love it,1
1749,long time entertain movie,1
1750,struggle find bad say it,1
1751,amaze job,1
1752,movie possibly one creative work horror ever,1
1753,have everything want suspense drama comedy confuse sub-plots native american brain eat look be all end all brainsucking movie look no further,1
1754,great sound effect impressive special effect not recommend movie enough,1
1755,think one best movie ever,1
1756,indication writer director ability hold two highly volatile temperament seamless union creativity it,1
1757,film not easily forget,1
